id,arrest,beat,block,case_number,community_area,date,description,district,domestic,fbi_code,id,iucr,latitude,location,location_description,longitude,primary_type,updated_on,ward,x_coordinate,y_coordinate,year,c_tract
858,False,0725,068XX S LAFLIN ST,JB122604,67,2018-01-20T00:31:00.000,UNLAWFUL ENTRY,007,False,05,11208731,0620,41.769691245,"{'type': 'Point', 'coordinates': [-87.66152324, 41.769691245]}",RESIDENCE,-87.66152324,BURGLARY,2018-05-04T15:51:04.000,17,1167514,1859382,2018,6716003013
859,True,0715,057XX S SEELEY AVE,JB158374,67,2018-02-19T21:00:00.000,AUTOMOBILE,007,False,07,11235366,0910,41.789467311,"{'type': 'Point', 'coordinates': [-87.675394075, 41.789467311]}",STREET,-87.675394075,MOTOR VEHICLE THEFT,2018-05-04T15:51:04.000,15,1163675,1866559,2018,6705001019
860,False,0723,007XX W MARQUETTE RD,JB121332,68,2018-01-19T04:45:00.000,TO VEHICLE,007,False,14,11207846,1320,41.772496446,"{'type': 'Point', 'coordinates': [-87.643094592, 41.772496446]}",RESIDENTIAL YARD (FRONT/BACK),-87.643094592,CRIMINAL DAMAGE,2018-05-04T15:51:04.000,6,1172533,1860444,2018,6809001032
861,False,0712,062XX S HALSTED ST,JB121962,68,2018-01-19T13:45:00.000,SIMPLE,007,False,08A,11208284,0560,41.781294083,"{'type': 'Point', 'coordinates': [-87.644829807, 41.781294083]}",COMMERCIAL / BUSINESS OFFICE,-87.644829807,ASSAULT,2018-05-04T15:51:04.000,16,1172034,1863646,2018,6809004005
862,False,0725,065XX S BISHOP ST,JB122751,67,2018-01-20T07:20:00.000,SIMPLE,007,True,08A,11208836,0560,41.774964962,"{'type': 'Point', 'coordinates': [-87.66044537, 41.774964962]}",RESIDENCE,-87.66044537,ASSAULT,2018-05-04T15:51:04.000,17,1167793,1861306,2018,6711001024
863,False,0711,057XX S EMERALD AVE,JB122646,68,2018-01-20T02:30:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,11208775,0486,41.789841984,"{'type': 'Point', 'coordinates': [-87.643821613, 41.789841984]}",RESIDENCE,-87.643821613,BATTERY,2018-05-04T15:51:04.000,20,1172284,1866763,2018,8347003024
864,False,0725,017XX W 65TH ST,JB217960,67,2018-04-10T08:55:00.000,TO VEHICLE,007,False,14,11280991,1320,41.775790388,"{'type': 'Point', 'coordinates': [-87.667406061, 41.775790388]}",STREET,-87.667406061,CRIMINAL DAMAGE,2018-05-04T15:51:04.000,15,1165892,1861592,2018,6712002005
865,True,0722,003XX W 64TH ST,JB122447,68,2018-01-19T19:30:00.000,AGG PO HANDS NO/MIN INJURY,007,False,08B,11208714,0454,41.778099133,"{'type': 'Point', 'coordinates': [-87.633828531, 41.778099133]}",HOSPITAL BUILDING/GROUNDS,-87.633828531,BATTERY,2018-05-04T15:51:04.000,20,1175044,1862506,2018,6809002007
866,False,0725,017XX W 65TH ST,JB121294,67,2018-01-19T01:25:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,11207816,0486,41.775779041,"{'type': 'Point', 'coordinates': [-87.668289716, 41.775779041]}",APARTMENT,-87.668289716,BATTERY,2018-05-04T15:51:04.000,15,1165651,1861586,2018,6712002006
867,True,0712,057XX S ABERDEEN ST,JB122412,68,2018-01-19T19:33:00.000,MANU/DEL:CANNABIS OVER 10 GMS,007,False,18,11208639,1822,41.789791217,"{'type': 'Point', 'coordinates': [-87.6523331, 41.789791217]}",STREET,-87.6523331,NARCOTICS,2018-05-04T15:51:04.000,16,1169963,1866726,2018,6805002022
868,False,0713,055XX S THROOP ST,JB122587,67,2018-01-19T23:51:00.000,OTHER VEHICLE OFFENSE,007,False,26,11208728,5002,41.793075127,"{'type': 'Point', 'coordinates': [-87.657274619, 41.793075127]}",RESIDENCE PORCH/HALLWAY,-87.657274619,OTHER OFFENSE,2018-05-04T15:51:04.000,16,1168606,1867912,2018,6701002006
869,False,0734,012XX W 71ST ST,JB121336,67,2018-01-19T06:00:00.000,AGGRAVATED:KNIFE/CUTTING INSTR,007,True,04A,11208285,0520,41.765023978,"{'type': 'Point', 'coordinates': [-87.656047993, 41.765023978]}",RESIDENCE,-87.656047993,ASSAULT,2018-05-04T15:51:04.000,17,1169021,1857693,2018,8349001011
870,False,0711,059XX S EMERALD AVE,JB121773,68,2018-01-17T11:00:00.000,OVER $500,007,False,06,11208252,0810,41.786449647,"{'type': 'Point', 'coordinates': [-87.643755294, 41.786449647]}",OTHER,-87.643755294,THEFT,2018-05-04T15:51:04.000,16,1172312,1865527,2018,8348003005
871,False,0732,069XX S PARNELL AVE,JB121323,68,2018-01-19T04:20:00.000,TO PROPERTY,007,False,14,11207820,1310,41.768275084,"{'type': 'Point', 'coordinates': [-87.638436748, 41.768275084]}",APARTMENT,-87.638436748,CRIMINAL DAMAGE,2018-05-04T15:51:04.000,6,1173816,1858916,2018,6812002002
872,False,0713,015XX W 63RD ST,JB122962,67,2018-01-19T18:30:00.000,SIMPLE,007,False,08A,11208972,0560,41.779483731,"{'type': 'Point', 'coordinates': [-87.663547521, 41.779483731]}",SMALL RETAIL STORE,-87.663547521,ASSAULT,2018-05-04T15:51:04.000,16,1166934,1862946,2018,6711001004
873,False,0725,016XX W MARQUETTE RD,JB122997,67,2018-01-19T15:24:00.000,CREDIT CARD FRAUD,007,False,11,11208988,1150,41.772185707,"{'type': 'Point', 'coordinates': [-87.664327308, 41.772185707]}",RESTAURANT,-87.664327308,DECEPTIVE PRACTICE,2018-05-04T15:51:04.000,15,1166742,1860285,2018,6715001012
874,True,0722,003XX W 64TH ST,JB122692,68,2018-01-20T04:45:00.000,TO PROPERTY,007,False,14,11208826,1310,41.778099133,"{'type': 'Point', 'coordinates': [-87.633828531, 41.778099133]}",HOSPITAL BUILDING/GROUNDS,-87.633828531,CRIMINAL DAMAGE,2018-05-04T15:51:04.000,20,1175044,1862506,2018,6809002007
875,False,0734,012XX W 71ST ST,JB122588,67,2018-01-19T22:27:00.000,TELEPHONE THREAT,007,True,26,11208684,2820,41.765027673,"{'type': 'Point', 'coordinates': [-87.655743716, 41.765027673]}",RESIDENCE,-87.655743716,OTHER OFFENSE,2018-05-04T15:51:04.000,17,1169104,1857695,2018,6718001000
876,True,0735,071XX S ASHLAND AVE,JB122307,67,2018-01-19T18:52:00.000,TO LAND,007,False,26,11208427,1330,41.764682386,"{'type': 'Point', 'coordinates': [-87.663785792, 41.764682386]}",SMALL RETAIL STORE,-87.663785792,CRIMINAL TRESPASS,2018-05-04T15:51:04.000,17,1166911,1857552,2018,6720001000
877,False,0713,055XX S RACINE AVE,JB121421,67,2018-01-18T22:00:00.000,CREDIT CARD FRAUD,007,False,11,11207883,1150,41.793436846,"{'type': 'Point', 'coordinates': [-87.654857841, 41.793436846]}",STREET,-87.654857841,DECEPTIVE PRACTICE,2018-05-04T15:51:04.000,16,1169264,1868049,2018,6701001003
878,False,0711,059XX S EMERALD AVE,JB121976,68,2018-01-19T01:30:00.000,AUTOMOBILE,007,False,07,11208249,0910,41.786630802,"{'type': 'Point', 'coordinates': [-87.643760687, 41.786630802]}",STREET,-87.643760687,MOTOR VEHICLE THEFT,2018-05-04T15:51:04.000,20,1172310,1865593,2018,8348003004
879,True,0733,071XX S SANGAMON ST,JB122540,68,2018-01-19T22:21:00.000,POSSESSION OF DRUG EQUIPMENT,007,False,18,11208670,2170,41.764358972,"{'type': 'Point', 'coordinates': [-87.648031248, 41.764358972]}",VACANT LOT/LAND,-87.648031248,NARCOTICS,2018-05-04T15:51:04.000,17,1171210,1857468,2018,6814004010
880,False,0734,069XX S LOOMIS BLVD,JB121617,67,2018-01-19T11:09:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,11208112,0486,41.76768434,"{'type': 'Point', 'coordinates': [-87.659040525, 41.76768434]}",RESIDENCE,-87.659040525,BATTERY,2018-05-04T15:51:04.000,17,1168197,1858656,2018,6716002009
881,True,0734,070XX S THROOP ST,JB121558,67,2018-01-19T10:20:00.000,UNLAWFUL POSS OF HANDGUN,007,False,15,11208014,143A,41.765973813,"{'type': 'Point', 'coordinates': [-87.656565846, 41.765973813]}",SIDEWALK,-87.656565846,WEAPONS VIOLATION,2018-05-04T15:51:04.000,17,1168877,1858038,2018,8349001010
882,True,0735,071XX S ASHLAND AVE,JB121257,67,2018-01-18T23:20:00.000,TO LAND,007,False,26,11207748,1330,41.764682386,"{'type': 'Point', 'coordinates': [-87.663785792, 41.764682386]}",CONVENIENCE STORE,-87.663785792,CRIMINAL TRESPASS,2018-05-04T15:51:04.000,17,1166911,1857552,2018,6720001000
883,False,0713,061XX S BISHOP ST,JB121404,67,2018-01-18T19:00:00.000,TO VEHICLE,007,False,14,11207877,1320,41.782260413,"{'type': 'Point', 'coordinates': [-87.660636754, 41.782260413]}",STREET,-87.660636754,CRIMINAL DAMAGE,2018-05-04T15:51:04.000,16,1167720,1863964,2018,6708001015
884,False,0723,064XX S LOWE AVE,JB121398,68,2018-01-18T20:00:00.000,SIMPLE,007,True,08A,11208981,0560,41.777309867,"{'type': 'Point', 'coordinates': [-87.640802922, 41.777309867]}",APARTMENT,-87.640802922,ASSAULT,2018-05-04T15:51:04.000,16,1173144,1862203,2018,6809004029
885,True,0735,073XX S HERMITAGE AVE,JB122579,67,2018-01-19T22:40:00.000,ATTEMPT: ARMED-HANDGUN,007,False,03,11208774,033A,41.760515265,"{'type': 'Point', 'coordinates': [-87.6673441, 41.760515265]}",STREET,-87.6673441,ROBBERY,2018-05-04T15:51:04.000,17,1165952,1856026,2018,6720002015
886,True,0711,059XX S EMERALD AVE,JB122387,68,2018-01-19T19:27:00.000,FALSE/STOLEN/ALTERED TRP,007,False,26,11208628,502P,41.786584152,"{'type': 'Point', 'coordinates': [-87.643761187, 41.786584152]}",STREET,-87.643761187,OTHER OFFENSE,2018-05-04T15:51:04.000,16,1172310,1865576,2018,8348003004
887,False,0734,069XX S LOOMIS BLVD,JB121770,67,2018-01-19T12:00:00.000,SIMPLE,007,False,08B,11208102,0460,41.76768434,"{'type': 'Point', 'coordinates': [-87.659040525, 41.76768434]}",RESIDENCE,-87.659040525,BATTERY,2018-05-04T15:51:04.000,17,1168197,1858656,2018,6716002009
888,False,0733,070XX S SANGAMON ST,JB122662,68,2018-01-20T02:11:00.000,UNLAWFUL POSS OF HANDGUN,007,False,15,11208810,143A,41.765972889,"{'type': 'Point', 'coordinates': [-87.648076388, 41.765972889]}",STREET,-87.648076388,WEAPONS VIOLATION,2018-05-04T15:51:04.000,17,1171193,1858056,2018,6811002011
889,False,0734,069XX S THROOP ST,JB123520,67,2018-01-18T14:00:00.000,FORCIBLE ENTRY,007,False,05,11209343,0610,41.768054316,"{'type': 'Point', 'coordinates': [-87.65662096, 41.768054316]}",RESIDENCE,-87.65662096,BURGLARY,2018-05-04T15:51:04.000,17,1168856,1858796,2018,8349001003
890,False,0715,055XX S HONORE ST,JB123209,67,2018-01-18T17:00:00.000,FORCIBLE ENTRY,007,False,05,11209168,0610,41.793166665,"{'type': 'Point', 'coordinates': [-87.670629321, 41.793166665]}",APARTMENT,-87.670629321,BURGLARY,2018-05-04T15:51:04.000,15,1164964,1867917,2018,6704001003
891,True,0712,057XX S MAY ST,JB124547,68,2018-01-21T19:02:00.000,UNLAWFUL POSS OF HANDGUN,007,False,15,11210169,143A,41.789696851,"{'type': 'Point', 'coordinates': [-87.653544184, 41.789696851]}",STREET,-87.653544184,WEAPONS VIOLATION,2018-05-04T15:51:04.000,16,1169633,1866689,2018,6805001013
892,True,0725,063XX S MARSHFIELD AVE,JB123044,67,2018-01-20T12:45:00.000,AGGRAVATED: OTHER DANG WEAPON,007,False,04B,11209072,0430,41.778839047,"{'type': 'Point', 'coordinates': [-87.665471708, 41.778839047]}",STREET,-87.665471708,BATTERY,2018-05-04T15:51:04.000,15,1166411,1862707,2018,6712001007
893,False,0712,056XX S MAY ST,JB124073,68,2018-01-21T11:12:00.000,ARMED: HANDGUN,007,False,03,11209839,031A,41.791815763,"{'type': 'Point', 'coordinates': [-87.653598804, 41.791815763]}",SIDEWALK,-87.653598804,ROBBERY,2018-05-04T15:51:04.000,16,1169612,1867461,2018,6805001008
894,False,0711,006XX W 61ST ST,JB123535,68,2018-01-19T12:00:00.000,AUTOMOBILE,007,False,07,11209320,0910,41.783449861,"{'type': 'Point', 'coordinates': [-87.640971514, 41.783449861]}",STREET,-87.640971514,MOTOR VEHICLE THEFT,2018-05-04T15:51:04.000,20,1173080,1864440,2018,8348003017
895,True,0713,056XX S THROOP ST,JB123634,67,2018-01-20T21:25:00.000,POSS: CRACK,007,False,18,11209427,2027,41.79178239,"{'type': 'Point', 'coordinates': [-87.657244199, 41.79178239]}",RESIDENCE,-87.657244199,NARCOTICS,2018-05-04T15:51:04.000,16,1168618,1867441,2018,6701002007
896,False,0713,014XX W GARFIELD BLVD,JB123429,67,2018-01-20T03:00:00.000,STRONGARM - NO WEAPON,007,False,03,11209249,0320,41.79369742,"{'type': 'Point', 'coordinates': [-87.66184102, 41.79369742]}",SIDEWALK,-87.66184102,ROBBERY,2018-05-04T15:51:04.000,16,1167359,1868129,2018,6702001003
897,False,0732,004XX W 75TH ST,JB123490,68,2018-01-20T19:00:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,11209362,0486,41.758054116,"{'type': 'Point', 'coordinates': [-87.635974108, 41.758054116]}",RESIDENCE,-87.635974108,BATTERY,2018-05-04T15:51:04.000,17,1174518,1855197,2018,6813001018
898,False,0733,073XX S HALSTED ST,JB123195,68,2018-01-20T14:40:00.000,$500 AND UNDER,007,False,06,11209147,0820,41.760587919,"{'type': 'Point', 'coordinates': [-87.64429615, 41.760587919]}",SMALL RETAIL STORE,-87.64429615,THEFT,2018-05-04T15:51:04.000,17,1172240,1856102,2018,6813003004
899,False,0726,066XX S HAMILTON AVE,JB123980,67,2018-01-21T05:30:00.000,TO VEHICLE,007,True,14,11209853,1320,41.773391794,"{'type': 'Point', 'coordinates': [-87.677409717, 41.773391794]}",ALLEY,-87.677409717,CRIMINAL DAMAGE,2018-05-04T15:51:04.000,15,1163170,1860697,2018,6714001024
900,False,0712,008XX W 63RD ST,JB123573,68,2018-01-20T15:42:00.000,COUNTERFEITING DOCUMENT,007,False,10,11209441,1121,41.779743198,"{'type': 'Point', 'coordinates': [-87.645227698, 41.779743198]}",PARKING LOT/GARAGE(NON.RESID.),-87.645227698,DECEPTIVE PRACTICE,2018-05-04T15:51:04.000,16,1171930,1863080,2018,6810004000
901,False,0724,067XX S ELIZABETH ST,JB122970,67,2018-01-19T10:15:00.000,SIMPLE,007,False,08A,11209683,0560,41.77176902,"{'type': 'Point', 'coordinates': [-87.655507807, 41.77176902]}",APARTMENT,-87.655507807,ASSAULT,2018-05-04T15:51:04.000,17,1169149,1860152,2018,8349002021
902,False,0713,055XX S THROOP ST,JB124156,67,2018-01-21T12:34:00.000,TO VEHICLE,007,False,14,11209837,1320,41.793058641,"{'type': 'Point', 'coordinates': [-87.657271125, 41.793058641]}",STREET,-87.657271125,CRIMINAL DAMAGE,2018-05-04T15:51:04.000,16,1168607,1867906,2018,6701001007
903,False,0735,072XX S WOLCOTT AVE,JB123238,67,2018-01-20T03:00:00.000,FORCIBLE ENTRY,007,False,05,11209120,0610,41.762410973,"{'type': 'Point', 'coordinates': [-87.671037519, 41.762410973]}",RESIDENCE,-87.671037519,BURGLARY,2018-05-04T15:51:04.000,17,1164939,1856709,2018,6720003009
904,False,0725,063XX S ASHLAND AVE,JB123345,67,2018-01-20T16:30:00.000,ARMED: HANDGUN,007,False,03,11209186,031A,41.779012821,"{'type': 'Point', 'coordinates': [-87.664208692, 41.779012821]}",STREET,-87.664208692,ROBBERY,2018-05-04T15:51:04.000,16,1166755,1862773,2018,6712001000
905,False,0724,011XX W 64TH ST,JB124484,68,2018-01-21T17:00:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,11210068,0486,41.777801618,"{'type': 'Point', 'coordinates': [-87.653757812, 41.777801618]}",RESIDENCE,-87.653757812,BATTERY,2018-05-04T15:51:04.000,16,1169609,1862354,2018,6810001008
906,True,0735,018XX W 71ST ST,JB123996,67,2018-01-21T09:43:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,11209752,0486,41.764852742,"{'type': 'Point', 'coordinates': [-87.669022036, 41.764852742]}",RESIDENCE,-87.669022036,BATTERY,2018-05-04T15:51:04.000,17,1165482,1857603,2018,6720002001
907,False,0715,056XX S HONORE ST,JB124022,67,2018-01-21T10:15:00.000,STRONGARM - NO WEAPON,007,False,03,11209756,0320,41.791423787,"{'type': 'Point', 'coordinates': [-87.670584934, 41.791423787]}",SIDEWALK,-87.670584934,ROBBERY,2018-05-04T15:51:04.000,15,1164981,1867282,2018,6704001016
908,False,0713,055XX S LOOMIS BLVD,JB123071,67,2018-01-20T13:00:00.000,OVER $500,007,False,06,11209173,0810,41.793369352,"{'type': 'Point', 'coordinates': [-87.659710171, 41.793369352]}",SIDEWALK,-87.659710171,THEFT,2018-05-04T15:51:04.000,16,1167941,1868014,2018,6701002003
909,False,0734,070XX S LAFLIN ST,JB123756,67,2018-01-21T01:04:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,11209549,0486,41.7661615,"{'type': 'Point', 'coordinates': [-87.661424439, 41.7661615]}",RESIDENCE,-87.661424439,BATTERY,2018-05-04T15:51:04.000,17,1167551,1858096,2018,6716002013
910,False,0712,055XX S MORGAN ST,JB123932,68,2018-01-21T08:00:00.000,TO PROPERTY,007,False,14,11209746,1310,41.793254334,"{'type': 'Point', 'coordinates': [-87.649993487, 41.793254334]}",RESIDENCE,-87.649993487,CRIMINAL DAMAGE,2018-05-04T15:51:04.000,16,1170591,1867993,2018,6805002007
911,True,0735,074XX S DAMEN AVE,JB123137,67,2018-01-20T13:33:00.000,TO VEHICLE,007,False,14,11209086,1320,41.758906272,"{'type': 'Point', 'coordinates': [-87.673382615, 41.758906272]}",CTA BUS STOP,-87.673382615,CRIMINAL DAMAGE,2018-05-04T15:51:04.000,17,1164309,1855427,2018,6720004008
912,False,0713,061XX S BISHOP ST,JB123677,67,2018-01-20T22:35:00.000,NON-AGGRAVATED,007,False,02,11209555,0281,41.782447056,"{'type': 'Point', 'coordinates': [-87.660642136, 41.782447056]}",APARTMENT,-87.660642136,CRIM SEXUAL ASSAULT,2018-05-04T15:51:04.000,16,1167718,1864032,2018,6708001014
913,True,0722,003XX W 65TH ST,JB123607,68,2018-01-20T20:40:00.000,POSS: AMPHETAMINES,007,False,18,11209429,2020,41.77655283,"{'type': 'Point', 'coordinates': [-87.632719819, 41.77655283]}",STREET,-87.632719819,NARCOTICS,2018-05-04T15:51:04.000,20,1175351,1861945,2018,6809003001
914,False,0713,059XX S LOOMIS BLVD,JB123982,67,2018-01-20T18:30:00.000,TO VEHICLE,007,False,14,11209695,1320,41.786159003,"{'type': 'Point', 'coordinates': [-87.659521651, 41.786159003]}",STREET,-87.659521651,CRIMINAL DAMAGE,2018-05-04T15:51:04.000,16,1168013,1865387,2018,6709002007
915,False,0732,070XX S EGGLESTON AVE,JB124228,68,2018-01-08T17:00:00.000,OTHER VEHICLE OFFENSE,007,False,26,11209889,5002,41.766676671,"{'type': 'Point', 'coordinates': [-87.635968712, 41.766676671]}",RESIDENCE,-87.635968712,OTHER OFFENSE,2018-05-04T15:51:04.000,6,1174494,1858339,2018,6812002009
916,False,0732,005XX W 72ND ST,JB124069,68,2018-01-21T11:17:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,11209851,0486,41.763480438,"{'type': 'Point', 'coordinates': [-87.637924009, 41.763480438]}",APARTMENT,-87.637924009,BATTERY,2018-05-04T15:51:04.000,6,1173970,1857170,2018,6813002005
917,False,0723,063XX S HALSTED ST,JB161623,68,2018-02-22T15:20:00.000,$500 AND UNDER,007,False,06,11237720,0820,41.779295906,"{'type': 'Point', 'coordinates': [-87.644774188, 41.779295906]}",PARKING LOT/GARAGE(NON.RESID.),-87.644774188,THEFT,2018-05-04T15:51:04.000,20,1172055,1862918,2018,6809004006
918,False,0726,063XX S WOOD ST,JB124160,67,2018-01-21T12:20:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,11209812,0486,41.778549812,"{'type': 'Point', 'coordinates': [-87.66907134, 41.778549812]}",STREET,-87.66907134,BATTERY,2018-05-04T15:51:04.000,15,1165430,1862594,2018,6712002008
919,False,0711,002XX W 63RD ST,JB123087,68,2018-01-20T12:00:00.000,SIMPLE,007,False,08A,11209179,0560,41.779975054,"{'type': 'Point', 'coordinates': [-87.630937377, 41.779975054]}",STREET,-87.630937377,ASSAULT,2018-05-04T15:51:04.000,20,1175827,1863196,2018,6809002002
920,False,0713,059XX S RACINE AVE,JB124169,67,2018-01-21T03:00:00.000,AGGRAVATED: OTHER FIREARM,007,True,04A,11209843,051B,41.785891646,"{'type': 'Point', 'coordinates': [-87.654662395, 41.785891646]}",RESIDENCE,-87.654662395,ASSAULT,2018-05-04T15:51:04.000,16,1169339,1865300,2018,6709001003
921,False,0733,071XX S ABERDEEN ST,JB122665,68,2018-01-20T03:20:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,11209550,0486,41.764451993,"{'type': 'Point', 'coordinates': [-87.651673752, 41.764451993]}",RESIDENCE,-87.651673752,BATTERY,2018-05-04T15:51:04.000,17,1170216,1857494,2018,6814002003
922,True,0715,058XX S WINCHESTER AVE,JB123433,67,2018-01-20T18:36:00.000,FALSE POLICE REPORT,007,False,24,11209359,2860,41.787320711,"{'type': 'Point', 'coordinates': [-87.672904272, 41.787320711]}",RESIDENCE,-87.672904272,PUBLIC PEACE VIOLATION,2018-05-04T15:51:04.000,15,1164360,1865782,2018,6704001036
923,False,0725,067XX S LAFLIN ST,JB124229,67,2018-01-21T13:30:00.000,TO PROPERTY,007,False,14,11209916,1310,41.771549427,"{'type': 'Point', 'coordinates': [-87.661573503, 41.771549427]}",STREET,-87.661573503,CRIMINAL DAMAGE,2018-05-04T15:51:04.000,17,1167495,1860059,2018,6716001014
924,False,0724,066XX S ABERDEEN ST,JB124513,68,2018-01-01T00:01:00.000,$500 AND UNDER,007,False,06,11210096,0820,41.773715435,"{'type': 'Point', 'coordinates': [-87.651916616, 41.773715435]}",STREET,-87.651916616,THEFT,2018-05-04T15:51:04.000,17,1170123,1860869,2018,6810003006
925,True,0712,008XX W 59TH ST,JB123941,68,2018-01-21T08:15:00.000,SIMPLE,007,False,08B,11209681,0460,41.78701723,"{'type': 'Point', 'coordinates': [-87.645505595, 41.78701723]}",SIDEWALK,-87.645505595,BATTERY,2018-05-04T15:51:04.000,16,1171833,1865730,2018,8347001020
926,True,0732,004XX W 69TH ST,JB123835,68,2018-01-21T02:14:00.000,ARMED WHILE UNDER THE INFLUENCE,007,False,15,11209619,1479,41.768965966,"{'type': 'Point', 'coordinates': [-87.636512109, 41.768965966]}",STREET,-87.636512109,CONCEALED CARRY LICENSE VIOLATION,2018-05-04T15:51:04.000,6,1174339,1859172,2018,6812003019
927,False,0724,010XX W 69TH ST,JB124121,68,2018-01-21T11:45:00.000,$500 AND UNDER,007,True,06,11209847,0820,41.76875955,"{'type': 'Point', 'coordinates': [-87.649659654, 41.76875955]}",CHURCH/SYNAGOGUE/PLACE OF WORSHIP,-87.649659654,THEFT,2018-05-04T15:51:04.000,17,1170753,1859068,2018,6811003001
928,False,0714,062XX S WINCHESTER AVE,JB124319,67,2018-01-21T15:19:00.000,DOMESTIC BATTERY SIMPLE,007,False,08B,11210183,0486,41.780491863,"{'type': 'Point', 'coordinates': [-87.672721366, 41.780491863]}",STREET,-87.672721366,BATTERY,2018-05-04T15:51:04.000,15,1164429,1863294,2018,6706002008
929,False,0714,016XX W 61ST ST,JB125210,67,2018-01-22T11:45:00.000,$500 AND UNDER,007,False,06,11210850,0820,41.783087428,"{'type': 'Point', 'coordinates': [-87.665981271, 41.783087428]}",VEHICLE NON-COMMERCIAL,-87.665981271,THEFT,2018-05-04T15:51:04.000,15,1166260,1864254,2018,6707001013
930,False,0713,014XX W 61ST ST,JB125098,67,2018-01-22T08:00:00.000,SIMPLE,007,False,08A,11210855,0560,41.78316824,"{'type': 'Point', 'coordinates': [-87.660077282, 41.78316824]}",RESIDENCE,-87.660077282,ASSAULT,2018-05-04T15:51:04.000,16,1167870,1864296,2018,6708001012
931,True,0724,010XX W 69TH ST,JB124814,68,2018-01-22T00:43:00.000,POSS: SYNTHETIC DRUGS,007,False,18,11210381,2028,41.76875561,"{'type': 'Point', 'coordinates': [-87.649919963, 41.76875561]}",STREET,-87.649919963,NARCOTICS,2018-05-04T15:51:04.000,17,1170682,1859066,2018,6811003001
932,True,0723,064XX S GREEN ST,JB126135,68,2018-01-23T00:18:00.000,UNLAWFUL POSS AMMUNITION,007,False,15,11211373,143C,41.777016863,"{'type': 'Point', 'coordinates': [-87.64593509, 41.777016863]}",STREET,-87.64593509,WEAPONS VIOLATION,2018-05-04T15:51:04.000,16,1171745,1862085,2018,6810004011
933,True,0726,065XX S HOYNE AVE,JB125043,67,2018-01-22T09:02:00.000,AGGRAVATED: OTHER DANG WEAPON,007,True,04A,11210553,0530,41.774962989,"{'type': 'Point', 'coordinates': [-87.676224227, 41.774962989]}",RESIDENCE,-87.676224227,ASSAULT,2018-05-04T15:51:04.000,15,1163489,1861272,2018,6714001021
934,False,0733,070XX S MAY ST,JB125018,68,2018-01-20T13:00:00.000,UNLAWFUL ENTRY,007,False,05,11210727,0620,41.765971524,"{'type': 'Point', 'coordinates': [-87.652925956, 41.765971524]}","SCHOOL, PUBLIC, BUILDING",-87.652925956,BURGLARY,2018-05-04T15:51:04.000,17,1169870,1858045,2018,6811005015
935,False,0725,068XX S ASHLAND AVE,JB123858,67,2018-01-21T03:30:00.000,AGGRAVATED:KNIFE/CUTTING INSTR,007,False,04B,11210226,0420,41.769916749,"{'type': 'Point', 'coordinates': [-87.663954978, 41.769916749]}",STREET,-87.663954978,BATTERY,2018-05-04T15:51:04.000,17,1166850,1859459,2018,6716003016
936,True,0712,010XX W 61ST ST,JB124784,68,2018-01-22T00:23:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,11210360,0486,41.783303851,"{'type': 'Point', 'coordinates': [-87.65050614, 41.783303851]}",ALLEY,-87.65050614,BATTERY,2018-05-04T15:51:04.000,16,1170480,1864366,2018,6806001005
937,False,0715,017XX W GARFIELD BLVD,JB125070,67,2018-01-16T23:00:00.000,OVER $500,007,False,06,11210854,0810,41.793624013,"{'type': 'Point', 'coordinates': [-87.667617546, 41.793624013]}",STREET,-87.667617546,THEFT,2018-05-04T15:51:04.000,15,1165784,1868090,2018,6703002001
938,False,0734,014XX W 72ND PL,JB126018,67,2018-01-22T04:00:00.000,FORCIBLE ENTRY,007,False,05,11211389,0610,41.762219018,"{'type': 'Point', 'coordinates': [-87.661139354, 41.762219018]}",RESIDENCE,-87.661139354,BURGLARY,2018-05-04T15:51:04.000,17,1167640,1856660,2018,6719001022
939,False,0725,067XX S LAFLIN ST,JB124873,67,2018-01-22T05:40:00.000,AUTOMOBILE,007,False,07,11210410,0910,41.771362784,"{'type': 'Point', 'coordinates': [-87.661568119, 41.771362784]}",STREET,-87.661568119,MOTOR VEHICLE THEFT,2018-05-04T15:51:04.000,17,1167497,1859991,2018,6716001014
940,False,0734,014XX W 72ND ST,JB126101,67,2018-01-22T23:32:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,11211420,0486,41.763157901,"{'type': 'Point', 'coordinates': [-87.659322505, 41.763157901]}",RESIDENCE,-87.659322505,BATTERY,2018-05-04T15:51:04.000,17,1168133,1857006,2018,6719001010
