,arrest,beat,block,case_number,community_area,date,description,district,domestic,fbi_code,id,iucr,latitude,location,location_description,longitude,primary_type,updated_on,ward,x_coordinate,y_coordinate,year,c_tract
442,False,0713,055XX S LOOMIS BLVD,JA129181,67,2017-01-25T05:00:00.000,PURSE-SNATCHING,007,False,06,10827835,0880,41.793369352,"{'type': 'Point', 'coordinates': [-87.659710171, 41.793369352]}",STREET,-87.659710171,THEFT,2017-02-14T15:49:42.000,16,1167941,1868014,2017,6701002003
443,True,0712,060XX S RACINE AVE,JA126075,68,2017-01-22T21:30:00.000,LIQUOR LICENSE VIOLATION,007,False,22,10827841,2250,41.784107579,"{'type': 'Point', 'coordinates': [-87.654615211, 41.784107579]}",TAVERN/LIQUOR STORE,-87.654615211,LIQUOR LAW VIOLATION,2017-02-14T15:49:42.000,16,1169357,1864650,2017,6806002009
444,False,0713,060XX S RACINE AVE,JA126040,67,2017-01-22T22:30:00.000,LICENSE VIOLATION,007,False,26,10827844,5011,41.784181692,"{'type': 'Point', 'coordinates': [-87.654618096, 41.784181692]}",BAR OR TAVERN,-87.654618096,OTHER OFFENSE,2017-02-14T15:49:42.000,16,1169356,1864677,2017,6709001004
445,False,0711,006XX W ENGLEWOOD AVE,JA129193,68,2017-01-25T09:45:00.000,SIMPLE,007,True,08A,10827887,0560,41.780725757,"{'type': 'Point', 'coordinates': [-87.640678174, 41.780725757]}",RESIDENCE,-87.640678174,ASSAULT,2017-02-14T15:49:42.000,16,1173168,1863448,2017,8348002021
446,True,0734,013XX W 71ST ST,JA129179,67,2017-01-19T16:05:00.000,PRO EMP HANDS NO/MIN INJURY,007,False,08B,10828138,0484,41.764995286,"{'type': 'Point', 'coordinates': [-87.658166965, 41.764995286]}","SCHOOL, PUBLIC, BUILDING",-87.658166965,BATTERY,2017-02-14T15:49:42.000,17,1168443,1857678,2017,8349001008
447,False,0713,062XX S ASHLAND AVE,JA129485,67,2017-01-24T11:28:00.000,SEX OFFENDER: FAIL REG NEW ADD,007,False,26,10828230,4651,41.780667871,"{'type': 'Point', 'coordinates': [-87.664250148, 41.780667871]}",HOTEL/MOTEL,-87.664250148,OTHER OFFENSE,2017-02-14T15:49:42.000,16,1166739,1863376,2017,6707002014
448,False,0735,072XX S HONORE ST,JA129599,67,2017-01-15T18:46:00.000,HARASSMENT BY TELEPHONE,007,True,26,10828296,2825,41.762049895,"{'type': 'Point', 'coordinates': [-87.66981334, 41.762049895]}",RESIDENCE,-87.66981334,OTHER OFFENSE,2017-02-14T15:49:42.000,17,1165274,1856580,2017,6720002010
449,False,0725,064XX S ASHLAND AVE,JA129594,67,2017-01-25T13:20:00.000,SIMPLE,007,True,08A,10828302,0560,41.777198547,"{'type': 'Point', 'coordinates': [-87.664157893, 41.777198547]}",OTHER,-87.664157893,ASSAULT,2017-02-14T15:49:42.000,15,1166774,1862112,2017,6711001013
450,True,0733,074XX S RACINE AVE,JA129550,68,2017-01-25T14:25:00.000,POSS: HEROIN(WHITE),007,False,18,10828303,2024,41.758331912,"{'type': 'Point', 'coordinates': [-87.653941271, 41.758331912]}",PARKING LOT/GARAGE(NON.RESID.),-87.653941271,NARCOTICS,2017-02-14T15:49:42.000,17,1169615,1855259,2017,6718001032
451,False,0735,070XX S PAULINA ST,JA129606,67,2017-01-25T15:15:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,10828317,0486,41.766099222,"{'type': 'Point', 'coordinates': [-87.666278319, 41.766099222]}",RESIDENCE,-87.666278319,BATTERY,2017-02-14T15:49:42.000,17,1166227,1858063,2017,6715003028
452,False,0734,014XX W 73RD PL,JA129103,67,2017-01-25T09:00:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,10828320,0486,41.76042342,"{'type': 'Point', 'coordinates': [-87.659593029, 41.76042342]}",RESIDENCE,-87.659593029,BATTERY,2017-02-14T15:49:42.000,17,1168067,1856009,2017,6719001032
453,False,0722,068XX S NORMAL BLVD,JA128158,68,2017-01-23T15:20:00.000,PUBLIC INDECENCY,007,False,17,10828322,1570,41.769925563,"{'type': 'Point', 'coordinates': [-87.637267875, 41.769925563]}","SCHOOL, PUBLIC, BUILDING",-87.637267875,SEX OFFENSE,2017-02-14T15:49:42.000,6,1174130,1859520,2017,6812003013
454,False,0725,065XX S PAULINA ST,JA129712,67,2017-01-25T16:30:00.000,OVER $500,007,False,06,10828340,0810,41.775011632,"{'type': 'Point', 'coordinates': [-87.66656725, 41.775011632]}",RESIDENCE,-87.66656725,THEFT,2017-02-14T15:49:42.000,15,1166123,1861310,2017,6712001010
455,False,0735,073XX S ASHLAND AVE,JA129424,67,2017-01-25T12:59:00.000,SIMPLE,007,False,08B,10828341,0460,41.761042853,"{'type': 'Point', 'coordinates': [-87.663684347, 41.761042853]}",CTA BUS,-87.663684347,BATTERY,2017-02-14T15:49:42.000,17,1166949,1856226,2017,6720001009
456,False,0713,057XX S LOOMIS BLVD,JA129708,67,2017-01-20T17:30:00.000,SIMPLE,007,False,08A,10828402,0560,41.789834197,"{'type': 'Point', 'coordinates': [-87.659622508, 41.789834197]}",CHURCH/SYNAGOGUE/PLACE OF WORSHIP,-87.659622508,ASSAULT,2017-02-14T15:49:42.000,16,1167975,1866726,2017,6702001024
457,False,0712,056XX S PEORIA ST,JA129830,68,2017-01-25T18:09:00.000,OVER $500,007,False,06,10828462,0810,41.79190318,"{'type': 'Point', 'coordinates': [-87.647528913, 41.79190318]}",RESIDENCE PORCH/HALLWAY,-87.647528913,THEFT,2017-02-14T15:49:42.000,16,1171267,1867506,2017,8347002008
458,False,0733,070XX S MAY ST,JA129775,68,2017-01-25T12:00:00.000,SIMPLE,007,False,08B,10828464,0460,41.765971524,"{'type': 'Point', 'coordinates': [-87.652925956, 41.765971524]}","SCHOOL, PUBLIC, BUILDING",-87.652925956,BATTERY,2017-02-14T15:49:42.000,17,1169870,1858045,2017,6811005015
459,True,0732,073XX S EMERALD AVE,JA129858,68,2017-01-25T18:45:00.000,AGG PO HANDS NO/MIN INJURY,007,False,08B,10828528,0454,41.760717821,"{'type': 'Point', 'coordinates': [-87.643077889, 41.760717821]}",RESIDENCE,-87.643077889,BATTERY,2017-02-14T15:49:42.000,17,1172572,1856152,2017,6813003002
460,True,0735,072XX S PAULINA ST,JA130048,67,2017-01-25T20:52:00.000,AGGRAVATED: OTHER FIREARM,007,True,04A,10828589,051B,41.762588707,"{'type': 'Point', 'coordinates': [-87.666182726, 41.762588707]}",SIDEWALK,-87.666182726,ASSAULT,2017-02-14T15:49:42.000,17,1166263,1856784,2017,6720001013
461,False,0735,069XX S WOLCOTT AVE,JA130043,67,2017-01-25T21:45:00.000,TO PROPERTY,007,True,14,10828601,1310,41.767494193,"{'type': 'Point', 'coordinates': [-87.671172189, 41.767494193]}",RESIDENCE,-87.671172189,CRIMINAL DAMAGE,2017-02-14T15:49:42.000,17,1164888,1858561,2017,6715002001
462,True,0722,066XX S STEWART AVE,JA130075,68,2017-01-25T22:15:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,10828632,0486,41.773223381,"{'type': 'Point', 'coordinates': [-87.634871326, 41.773223381]}",APARTMENT,-87.634871326,BATTERY,2017-02-14T15:49:42.000,6,1174774,1860727,2017,6809003013
463,True,0735,018XX W 74TH ST,JA128945,67,2017-01-25T02:45:00.000,AUTOMOBILE,007,False,07,10828635,0910,41.759386759,"{'type': 'Point', 'coordinates': [-87.669137056, 41.759386759]}",CTA GARAGE / OTHER PROPERTY,-87.669137056,MOTOR VEHICLE THEFT,2017-03-12T15:46:48.000,17,1165466,1855611,2017,6720002017
464,False,0713,055XX S THROOP ST,JA126263,67,2017-01-23T04:30:00.000,AGGRAVATED OF A UNBORN CHILD,007,True,04B,10828643,0487,41.793162961,"{'type': 'Point', 'coordinates': [-87.657277363, 41.793162961]}",RESIDENCE,-87.657277363,BATTERY,2017-02-14T15:49:42.000,16,1168605,1867944,2017,6701002006
465,False,0715,057XX S MARSHFIELD AVE,JA130130,67,2017-01-25T23:45:00.000,AGG: HANDS/FIST/FEET SERIOUS INJURY,007,False,04B,10828716,0479,41.789639076,"{'type': 'Point', 'coordinates': [-87.665685974, 41.789639076]}",STREET,-87.665685974,BATTERY,2017-02-14T15:49:42.000,15,1166322,1866642,2017,6703001005
466,False,0726,021XX W 63RD ST,JA130175,67,2017-01-26T01:55:00.000,STRONGARM - NO WEAPON,007,False,03,10828733,0320,41.779275514,"{'type': 'Point', 'coordinates': [-87.676920802, 41.779275514]}",RESTAURANT,-87.676920802,ROBBERY,2017-02-14T15:49:42.000,15,1163287,1862842,2017,6705001052
467,True,0723,063XX S HALSTED ST,JA130156,68,2017-01-26T00:06:00.000,UNLAWFUL POSS OF HANDGUN,007,False,15,10828745,143A,41.779109284,"{'type': 'Point', 'coordinates': [-87.644772518, 41.779109284]}",STREET,-87.644772518,WEAPONS VIOLATION,2017-02-14T15:49:42.000,20,1172056,1862850,2017,6810004000
468,True,0733,073XX S GREEN ST,JA130209,68,2017-01-26T04:05:00.000,RESIST/OBSTRUCT/DISARM OFFICER,007,False,24,10828782,3710,41.761034336,"{'type': 'Point', 'coordinates': [-87.645519247, 41.761034336]}",STREET,-87.645519247,INTERFERENCE WITH PUBLIC OFFICER,2017-02-14T15:49:42.000,17,1171905,1856262,2017,6814003002
469,False,0714,017XX W 60TH ST,JA130286,67,2017-01-25T15:30:00.000,OVER $500,007,False,06,10828845,0810,41.784871647,"{'type': 'Point', 'coordinates': [-87.66889609, 41.784871647]}",STREET,-87.66889609,THEFT,2017-02-14T15:49:42.000,15,1165460,1864898,2017,6707001020
470,False,0732,072XX S EMERALD AVE,JA128041,68,2017-01-12T14:00:00.000,UNLAWFUL ENTRY,007,False,05,10828871,0620,41.762893404,"{'type': 'Point', 'coordinates': [-87.642970268, 41.762893404]}",APARTMENT,-87.642970268,BURGLARY,2017-02-14T15:49:42.000,17,1172595,1856945,2017,6813001004
471,False,0734,069XX S THROOP ST,JA130313,67,2017-01-22T13:00:00.000,SIMPLE,007,False,08A,10828912,0560,41.767848463,"{'type': 'Point', 'coordinates': [-87.656615792, 41.767848463]}",RESIDENCE,-87.656615792,ASSAULT,2017-02-14T15:49:42.000,17,1168858,1858721,2017,8349001003
472,False,0715,055XX S PAULINA ST,JA130329,67,2017-01-25T19:00:00.000,TO VEHICLE,007,False,14,10828932,1320,41.793244454,"{'type': 'Point', 'coordinates': [-87.666998062, 41.793244454]}",STREET,-87.666998062,CRIMINAL DAMAGE,2017-02-14T15:49:42.000,15,1165954,1867953,2017,6703002003
473,False,0725,068XX S MARSHFIELD AVE,JA130350,67,2017-01-26T08:30:00.000,TO VEHICLE,007,True,14,10828938,1320,41.769641103,"{'type': 'Point', 'coordinates': [-87.66516022, 41.769641103]}",STREET,-87.66516022,CRIMINAL DAMAGE,2017-02-14T15:49:42.000,17,1166522,1859356,2017,6715003001
474,False,0734,069XX S JUSTINE ST,JA115584,67,2017-01-18T06:18:00.000,DOMESTIC BATTERY SIMPLE,007,False,08B,10828940,0486,41.767963657,"{'type': 'Point', 'coordinates': [-87.662688625, 41.767963657]}",RESIDENCE,-87.662688625,BATTERY,2017-02-14T15:49:42.000,17,1167201,1858750,2017,6716002017
475,False,0735,020XX W 70TH PL,JA130461,67,2017-01-25T20:30:00.000,TELEPHONE THREAT,007,True,26,10829103,2820,41.76570415,"{'type': 'Point', 'coordinates': [-87.67485982, 41.76570415]}",RESIDENCE,-87.67485982,OTHER OFFENSE,2017-02-14T15:49:42.000,17,1163887,1857901,2017,6715002013
476,True,0723,066XX S HALSTED ST,JA130465,68,2017-01-26T10:17:00.000,TO LAND,007,False,26,10829130,1330,41.772972076,"{'type': 'Point', 'coordinates': [-87.644610871, 41.772972076]}",GAS STATION,-87.644610871,CRIMINAL TRESPASS,2017-02-14T15:49:42.000,6,1172118,1860614,2017,6810002011
477,False,0735,071XX S WOLCOTT AVE,JA130442,67,2017-01-26T09:55:00.000,SEX OFFENDER: FAIL TO REGISTER,007,False,26,10829166,4650,41.764118186,"{'type': 'Point', 'coordinates': [-87.671082276, 41.764118186]}",STREET,-87.671082276,OTHER OFFENSE,2017-02-14T15:49:42.000,17,1164922,1857331,2017,6720003008
478,False,0714,061XX S WOOD ST,JA130536,67,2017-01-26T11:35:00.000,SIMPLE,007,False,08A,10829170,0560,41.782554153,"{'type': 'Point', 'coordinates': [-87.669143674, 41.782554153]}",RESIDENCE PORCH/HALLWAY,-87.669143674,ASSAULT,2017-02-14T15:49:42.000,15,1165399,1864053,2017,6706002000
479,True,0723,066XX S GREEN ST,JA130555,68,2017-01-26T11:06:00.000,TO VEHICLE,007,False,26,10829266,1360,41.773613388,"{'type': 'Point', 'coordinates': [-87.645843121, 41.773613388]}",RESIDENTIAL YARD (FRONT/BACK),-87.645843121,CRIMINAL TRESPASS,2017-02-14T15:49:42.000,16,1171780,1860845,2017,6810002010
480,True,0726,066XX S SEELEY AVE,JA130575,67,2017-01-26T11:20:00.000,POSS: HEROIN(WHITE),007,False,18,10829330,2024,41.773182932,"{'type': 'Point', 'coordinates': [-87.674959301, 41.773182932]}",RESIDENCE,-87.674959301,NARCOTICS,2017-02-14T15:49:42.000,15,1163839,1860626,2017,6714002001
481,True,0725,063XX S ASHLAND AVE,JA130619,67,2017-01-26T12:15:00.000,FOUND SUSPECT NARCOTICS,007,False,18,10829346,2093,41.778883826,"{'type': 'Point', 'coordinates': [-87.664206366, 41.778883826]}",ALLEY,-87.664206366,NARCOTICS,2017-02-14T15:49:42.000,16,1166756,1862726,2017,6712001000
482,False,0732,074XX S LOWE AVE,JA130586,68,2017-01-22T13:00:00.000,AUTOMOBILE,007,False,07,10829432,0910,41.759580563,"{'type': 'Point', 'coordinates': [-87.640612396, 41.759580563]}",OTHER,-87.640612396,MOTOR VEHICLE THEFT,2017-02-14T15:49:42.000,17,1173248,1855743,2017,6813001011
483,False,0733,069XX S HALSTED ST,JA130632,68,2017-01-26T04:30:00.000,ARMED:KNIFE/CUTTING INSTRUMENT,007,False,03,10829439,0312,41.768251179,"{'type': 'Point', 'coordinates': [-87.644492746, 41.768251179]}",RESIDENCE,-87.644492746,ROBBERY,2017-02-14T15:49:42.000,6,1172164,1858894,2017,6811002000
484,False,0735,017XX W 74TH ST,JA129499,67,2017-01-25T12:00:00.000,OVER $500,007,False,06,10829452,0810,41.759403205,"{'type': 'Point', 'coordinates': [-87.667711123, 41.759403205]}",RESIDENCE,-87.667711123,THEFT,2017-02-14T15:49:42.000,17,1165855,1855620,2017,6720004011
485,False,0726,065XX S HOYNE AVE,JA129730,67,2017-01-25T14:00:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,10829453,0486,41.774905362,"{'type': 'Point', 'coordinates': [-87.676224815, 41.774905362]}",RESIDENCE,-87.676224815,BATTERY,2017-02-14T15:49:42.000,15,1163489,1861251,2017,6714001021
486,False,0712,057XX S PEORIA ST,JA130927,68,2017-01-25T16:00:00.000,FORCIBLE ENTRY,007,False,05,10829552,0610,41.790009327,"{'type': 'Point', 'coordinates': [-87.647479427, 41.790009327]}",RESIDENCE,-87.647479427,BURGLARY,2017-02-14T15:49:42.000,16,1171286,1866816,2017,8347002009
487,False,0732,073XX S STEWART AVE,JA130829,68,2017-01-26T15:30:00.000,TO PROPERTY,007,False,14,10829553,1310,41.761152087,"{'type': 'Point', 'coordinates': [-87.634562414, 41.761152087]}",APARTMENT,-87.634562414,CRIMINAL DAMAGE,2017-02-14T15:49:42.000,17,1174894,1856329,2017,6813002017
488,False,0711,058XX S UNION AVE,JA130542,68,2017-01-24T16:00:00.000,FORCIBLE ENTRY,007,False,05,10829557,0610,41.787767915,"{'type': 'Point', 'coordinates': [-87.642553119, 41.787767915]}",RESIDENCE,-87.642553119,BURGLARY,2017-02-14T15:49:42.000,3,1172636,1866010,2017,8347003031
489,False,0712,062XX S MORGAN ST,JA130792,68,2017-01-26T14:20:00.000,TO RESIDENCE,007,False,26,10829585,1365,41.780722001,"{'type': 'Point', 'coordinates': [-87.649671925, 41.780722001]}",RESIDENCE,-87.649671925,CRIMINAL TRESPASS,2017-02-14T15:49:42.000,16,1170715,1863427,2017,6806002028
490,False,0722,063XX S YALE AVE,JA131152,68,2017-01-26T15:20:00.000,POCKET-PICKING,007,False,06,10829628,0870,41.779793875,"{'type': 'Point', 'coordinates': [-87.631826613, 41.779793875]}",CTA TRAIN,-87.631826613,THEFT,2017-02-14T15:49:42.000,20,1175585,1863128,2017,6809002005
491,False,0735,069XX S ASHLAND AVE,JA131187,67,2017-01-26T19:23:00.000,HARASSMENT BY TELEPHONE,007,False,26,10829655,2825,41.767910191,"{'type': 'Point', 'coordinates': [-87.663873198, 41.767910191]}",SMALL RETAIL STORE,-87.663873198,OTHER OFFENSE,2017-02-14T15:49:42.000,17,1166878,1858728,2017,6715003020
492,False,0734,073XX S RACINE AVE,JA131109,67,2017-01-26T18:15:00.000,SIMPLE,007,False,08A,10829659,0560,41.760898216,"{'type': 'Point', 'coordinates': [-87.654005833, 41.760898216]}",SIDEWALK,-87.654005833,ASSAULT,2017-02-14T15:49:42.000,17,1169590,1856194,2017,6718001020
493,False,0713,061XX S THROOP ST,JA131233,67,2017-01-26T20:05:00.000,ARMED: HANDGUN,007,False,03,10829763,031A,41.782753008,"{'type': 'Point', 'coordinates': [-87.65713007, 41.782753008]}",STREET,-87.65713007,ROBBERY,2017-02-14T15:49:42.000,16,1168675,1864151,2017,6709001010
494,False,0725,065XX S ASHLAND AVE,JA131072,67,2017-01-26T18:00:00.000,ARMED: HANDGUN,007,False,03,10829821,031A,41.774838063,"{'type': 'Point', 'coordinates': [-87.664090778, 41.774838063]}",CONVENIENCE STORE,-87.664090778,ROBBERY,2017-02-14T15:49:42.000,15,1166799,1861252,2017,6712001013
495,False,0734,014XX W 71ST ST,JA131366,67,2017-01-25T22:30:00.000,$500 AND UNDER,007,False,06,10829857,0820,41.764953244,"{'type': 'Point', 'coordinates': [-87.660824904, 41.764953244]}",STREET,-87.660824904,THEFT,2017-02-14T15:49:42.000,17,1167718,1857657,2017,6716002022
496,True,0723,065XX S PEORIA ST,JA131308,68,2017-01-26T19:00:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,10829871,0486,41.775119261,"{'type': 'Point', 'coordinates': [-87.647095508, 41.775119261]}",APARTMENT,-87.647095508,BATTERY,2017-02-14T15:49:42.000,16,1171434,1861391,2017,6810002003
497,False,0723,006XX W MARQUETTE RD,JA131280,68,2017-01-26T20:00:00.000,SIMPLE,007,False,08B,10829873,0460,41.772541128,"{'type': 'Point', 'coordinates': [-87.640487625, 41.772541128]}",APARTMENT,-87.640487625,BATTERY,2017-02-14T15:49:42.000,6,1173244,1860466,2017,6809001014
498,True,0734,012XX W 71ST ST,JA131206,67,2017-01-26T19:13:00.000,UNLAWFUL POSS OF HANDGUN,007,False,15,10829890,143A,41.765024194,"{'type': 'Point', 'coordinates': [-87.656084646, 41.765024194]}",RESIDENCE,-87.656084646,WEAPONS VIOLATION,2017-02-14T15:49:42.000,17,1169011,1857693,2017,8349001011
499,False,0712,060XX S MAY ST,JA131188,68,2017-01-26T19:00:00.000,ARMED: HANDGUN,007,False,03,10829905,031A,41.784385856,"{'type': 'Point', 'coordinates': [-87.653409624, 41.784385856]}",SIDEWALK,-87.653409624,ROBBERY,2017-02-14T15:49:42.000,16,1169685,1864754,2017,6806002006
500,True,0723,066XX S HALSTED ST,JA131277,68,2017-01-26T19:53:00.000,TO LAND,007,False,26,10829916,1330,41.772972076,"{'type': 'Point', 'coordinates': [-87.644610871, 41.772972076]}",GAS STATION,-87.644610871,CRIMINAL TRESPASS,2017-02-14T15:49:42.000,6,1172118,1860614,2017,6810002011
501,False,0734,069XX S ELIZABETH ST,JA131403,67,2017-01-25T08:42:00.000,FORCIBLE ENTRY,007,False,05,10829921,0610,41.768052673,"{'type': 'Point', 'coordinates': [-87.655411299, 41.768052673]}",RESIDENCE,-87.655411299,BURGLARY,2017-02-14T15:49:42.000,17,1169186,1858798,2017,8349001002
502,True,0723,064XX S LOWE AVE,JA131381,68,2017-01-26T21:05:00.000,SIMPLE,007,False,08A,10829926,0560,41.777309867,"{'type': 'Point', 'coordinates': [-87.640802922, 41.777309867]}",OTHER,-87.640802922,ASSAULT,2017-02-14T15:49:42.000,16,1173144,1862203,2017,6809004029
503,False,0725,015XX W 64TH ST,JA131468,67,2017-01-27T01:15:00.000,ARMED: HANDGUN,007,False,03,10829994,031A,41.777683108,"{'type': 'Point', 'coordinates': [-87.662074097, 41.777683108]}",SIDEWALK,-87.662074097,ROBBERY,2017-02-14T15:49:42.000,17,1167341,1862293,2017,6711001018
504,False,0713,058XX S JUSTINE ST,JA131465,67,2017-01-27T00:30:00.000,OVER $500,007,True,06,10829995,0810,41.78827445,"{'type': 'Point', 'coordinates': [-87.663206679, 41.78827445]}",APARTMENT,-87.663206679,THEFT,2017-02-14T15:49:42.000,15,1167002,1866150,2017,6702001031
505,False,0735,072XX S HERMITAGE AVE,JA131043,67,2017-01-19T12:00:00.000,OVER $500,007,False,06,10830000,0810,41.76233501,"{'type': 'Point', 'coordinates': [-87.66739126, 41.76233501]}",VEHICLE-COMMERCIAL,-87.66739126,THEFT,2017-02-14T15:49:42.000,17,1165934,1856689,2017,6720002014
506,False,0732,074XX S LOWE AVE,JA131423,68,2017-01-26T22:00:00.000,AGGRAVATED: HANDGUN,007,False,02,10830007,0261,41.759580563,"{'type': 'Point', 'coordinates': [-87.640612396, 41.759580563]}",RESIDENCE,-87.640612396,CRIM SEXUAL ASSAULT,2017-02-14T15:49:42.000,17,1173248,1855743,2017,6813001011
507,False,0723,065XX S PEORIA ST,JA131547,68,2017-01-27T06:28:00.000,AUTOMOBILE,007,False,07,10830076,0910,41.775563917,"{'type': 'Point', 'coordinates': [-87.647109098, 41.775563917]}",STREET,-87.647109098,MOTOR VEHICLE THEFT,2017-02-14T15:49:42.000,17,1171429,1861553,2017,6810002004
508,False,0723,063XX S MORGAN ST,JA130628,68,2017-01-26T12:30:00.000,STRONGARM - NO WEAPON,007,False,03,10830081,0320,41.779220641,"{'type': 'Point', 'coordinates': [-87.649632877, 41.779220641]}",SIDEWALK,-87.649632877,ROBBERY,2017-02-14T15:49:42.000,16,1170730,1862880,2017,6810004009
509,True,0732,073XX S HALSTED ST,JA131546,68,2017-01-27T05:30:00.000,FORCIBLE ENTRY,007,False,05,10830091,0610,41.760903559,"{'type': 'Point', 'coordinates': [-87.644303769, 41.760903559]}",GROCERY FOOD STORE,-87.644303769,BURGLARY,2017-03-15T15:53:50.000,17,1172237,1856217,2017,6813003004
510,False,0732,073XX S LOWE AVE,JA131677,68,2017-01-26T22:00:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,10830257,0486,41.760961166,"{'type': 'Point', 'coordinates': [-87.640648861, 41.760961166]}",RESIDENCE,-87.640648861,BATTERY,2017-02-14T15:49:42.000,17,1173234,1856246,2017,6813001008
511,False,0713,056XX S ADA ST,JA131788,67,2017-01-10T09:00:00.000,BOGUS CHECK,007,False,11,10830344,1110,41.791635813,"{'type': 'Point', 'coordinates': [-87.658452194, 41.791635813]}",RESIDENCE,-87.658452194,DECEPTIVE PRACTICE,2017-02-14T15:49:42.000,16,1168289,1867385,2017,6701002008
512,False,0732,005XX W 74TH ST,JA131805,68,2017-01-27T00:00:00.000,$500 AND UNDER,007,False,06,10830400,0820,41.759830103,"{'type': 'Point', 'coordinates': [-87.63876244, 41.759830103]}",STREET,-87.63876244,THEFT,2017-02-14T15:49:42.000,17,1173752,1855838,2017,6813001014
513,False,0735,071XX S MARSHFIELD AVE,JA131814,67,2017-01-26T16:00:00.000,THEFT/RECOVERY: AUTOMOBILE,007,False,07,10830455,0930,41.764439819,"{'type': 'Point', 'coordinates': [-87.665016252, 41.764439819]}",STREET,-87.665016252,MOTOR VEHICLE THEFT,2017-02-14T15:49:42.000,17,1166576,1857461,2017,6720001001
514,True,0726,064XX S WOLCOTT AVE,JA131853,67,2017-01-27T11:53:00.000,POSS: HEROIN(WHITE),007,False,18,10830466,2024,41.77676865,"{'type': 'Point', 'coordinates': [-87.671428749, 41.77676865]}",SIDEWALK,-87.671428749,NARCOTICS,2017-02-14T15:49:42.000,15,1164792,1861940,2017,6713001014
515,True,0723,066XX S HALSTED ST,JA131825,68,2017-01-27T11:22:00.000,$500 AND UNDER,007,False,06,10830474,0820,41.773054421,"{'type': 'Point', 'coordinates': [-87.644613656, 41.773054421]}",SIDEWALK,-87.644613656,THEFT,2017-02-14T15:49:42.000,6,1172117,1860644,2017,6810002011
516,True,0735,073XX S HOYNE AVE,JA131836,67,2017-01-27T10:56:00.000,SIMPLE,007,False,08B,10830546,0460,41.760539583,"{'type': 'Point', 'coordinates': [-87.675854596, 41.760539583]}","SCHOOL, PUBLIC, GROUNDS",-87.675854596,BATTERY,2017-02-14T15:49:42.000,17,1163630,1856017,2017,6720004008
517,False,0712,055XX S ABERDEEN ST,JA131785,68,2017-01-23T10:24:00.000,FORCIBLE ENTRY,007,False,05,10830611,0610,41.793202868,"{'type': 'Point', 'coordinates': [-87.652418003, 41.793202868]}",VACANT LOT/LAND,-87.652418003,BURGLARY,2017-02-14T15:49:42.000,16,1169930,1867969,2017,6805002012
518,False,0711,005XX W ENGLEWOOD AVE,JA131952,68,2017-01-22T10:00:00.000,OVER $500,007,False,06,10830615,0810,41.780792313,"{'type': 'Point', 'coordinates': [-87.63806697, 41.780792313]}",RESIDENCE,-87.63806697,THEFT,2017-02-14T15:49:42.000,20,1173880,1863478,2017,8346002025
519,False,0726,021XX W 63RD ST,JA132021,67,2017-01-27T13:45:00.000,OVER $500,007,False,06,10830616,0810,41.779273063,"{'type': 'Point', 'coordinates': [-87.676972155, 41.779273063]}",RESIDENCE,-87.676972155,THEFT,2017-02-14T15:49:42.000,15,1163273,1862841,2017,6705001052
520,False,0711,002XX W 58TH ST,JA131789,68,2017-01-27T10:00:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,10830679,0486,41.788862527,"{'type': 'Point', 'coordinates': [-87.632076105, 41.788862527]}",RESIDENCE,-87.632076105,BATTERY,2017-02-14T15:49:42.000,20,1175490,1866432,2017,8346004027
521,False,0733,069XX S CARPENTER ST,JA131873,68,2017-01-26T21:30:00.000,FROM BUILDING,007,True,06,10830680,0890,41.768070562,"{'type': 'Point', 'coordinates': [-87.650554067, 41.768070562]}",APARTMENT,-87.650554067,THEFT,2017-02-14T15:49:42.000,17,1170511,1858815,2017,6811003007
522,False,0724,063XX S LOOMIS BLVD,JA131745,67,2017-01-26T14:00:00.000,FORCIBLE ENTRY,007,False,05,10830682,0610,41.778605608,"{'type': 'Point', 'coordinates': [-87.659333088, 41.778605608]}",APARTMENT,-87.659333088,BURGLARY,2017-02-14T15:49:42.000,16,1168086,1862635,2017,8349002005
523,True,0714,061XX S HONORE ST,JA131794,67,2017-01-27T11:05:00.000,AGGRAVATED DOMESTIC BATTERY: OTHER DANG WEAPON,007,True,04B,10830685,0497,41.782056116,"{'type': 'Point', 'coordinates': [-87.670340423, 41.782056116]}",RESIDENCE,-87.670340423,BATTERY,2017-02-17T15:47:41.000,15,1165074,1863869,2017,6706002002
524,False,0714,062XX S HERMITAGE AVE,JA131954,67,2017-01-27T13:10:00.000,DOMESTIC BATTERY SIMPLE,007,True,08B,10830691,0486,41.780367847,"{'type': 'Point', 'coordinates': [-87.667875665, 41.780367847]}",RESIDENCE,-87.667875665,BATTERY,2017-02-14T15:49:42.000,15,1165751,1863259,2017,6707002009
